X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE
774294.976402089,2957866.39355707,250,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAN,MERRIMAC ST,1,,-71.062903,42.363706,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773762.022229761,2959031.66527571,251,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064853,42.366911,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,949,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773766.640487805,2959026.95125115,252,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064836,42.366898,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773788.121518746,2959001.18634735,253,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064757,42.366827,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773797.365498304,2958990.30062906,254,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064723,42.366797,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773810.431919977,2958971.78139994,255,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064675,42.366746,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773821.584351704,2958957.62556481,256,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064634,42.366707,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773838.952352017,2958943.50146458,257,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.06457,42.366668,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773850.376917034,2958928.98260301,258,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064528,42.366628,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773876.279582098,2958989.97461744,259,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064431,42.366795,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,950,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773864.310827419,2959005.21954729,260,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064475,42.366837,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773850.992745951,2959020.09316473,261,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064524,42.366878,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773839.038906336,2959032.42274651,262,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064568,42.366912,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773824.358494475,2959049.47600287,263,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064622,42.366959,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773809.937184945,2959068.71716915,264,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064675,42.367012,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773800.145311594,2959081.05780549,265,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064711,42.367046,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
773791.712085932,2959091.9476603,266,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064742,42.367076,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779854.925430715,2951645.59503637,267,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042454,42.346556,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,40,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779837.567815483,2951656.0703593,268,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042518,42.346585,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779821.552078709,2951668.37503418,269,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042577,42.346619,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779804.999613777,2951679.9479851,270,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042638,42.346651,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779787.908466145,2951691.1536313,271,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042701,42.346682,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779771.624407321,2951703.09247373,272,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042761,42.346715,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779756.421670422,2951715.03712353,273,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042817,42.346748,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779740.145456851,2951725.51831609,274,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042877,42.346777,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779722.513722494,2951736.72111358,275,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042942,42.346808,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779706.50200811,2951748.29703279,276,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043001,42.34684,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779691.027056709,2951760.60469577,277,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043058,42.346874,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779674.745049104,2951772.17918903,278,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043118,42.346906,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779659.268178895,2951784.85129157,279,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043175,42.346941,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779641.362301007,2951796.78153984,280,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043241,42.346974,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779623.711157247,2951811.62859429,281,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043306,42.347015,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779373.241060346,2951989.95214026,282,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044229,42.347508,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,42,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779353.981928289,2952002.23980911,283,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.0443,42.347542,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779334.995086178,2952014.16452001,284,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.04437,42.347575,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779315.735994786,2952026.45222101,285,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044441,42.347609,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779296.47886996,2952038.37551999,286,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044512,42.347642,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779277.490141615,2952050.66469666,287,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044582,42.347676,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779258.231111392,2952062.95244598,288,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044653,42.34771,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779238.974046826,2952074.87579325,289,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044724,42.347743,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779219.985379279,2952087.16501758,290,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044794,42.347777,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779200.728354737,2952099.08839697,291,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044865,42.34781,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779181.469405919,2952111.37621075,292,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044936,42.347844,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779163.55625315,2952124.76450527,293,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045002,42.347881,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779144.297345594,2952137.0523503,294,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045073,42.347915,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779126.652612105,2952150.80653371,295,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045138,42.347953,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779110.087240562,2952164.93091442,296,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045199,42.347992,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779089.474848017,2952177.57601692,297,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045275,42.348027,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779070.494114727,2952188.40769219,298,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045345,42.348057,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779052.308823451,2952202.15905114,299,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045412,42.348095,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779031.428117424,2952214.43834688,300,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045489,42.348129,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
779011.893210277,2952227.81811741,301,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045561,42.348166,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778991.560954288,2952238.64265694,302,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045636,42.348196,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778973.928035393,2952250.21044859,303,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045701,42.348228,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778954.671274483,2952262.13403468,304,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045772,42.348261,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778933.530056834,2952272.58988875,305,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.04585,42.34829,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778915.622993395,2952284.88512243,306,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045916,42.348324,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778896.636611044,2952296.81019634,307,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045986,42.348357,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778877.10379146,2952309.82566351,308,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.046058,42.348393,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778857.043929547,2952320.28734255,309,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.046132,42.348422,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778838.327925757,2952332.21390316,310,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.046201,42.348455,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778818.536481306,2952343.04147233,311,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.046274,42.348485,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
778798.468922123,2952354.96087572,312,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.046348,42.348518,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
